date,mean_temp,diff_temp,max_temp,min_temp
4/22/2021,6.7,11.3,11.8,0.5
4/23/2021,7.1,15.2,13.5,-1.7
4/24/2021,7.6,13.1,13.5,0.4
4/25/2021,7.1,7.3,10.9,3.6
4/26/2021,7.3,10.7,12.5,1.8
4/27/2021,9.2,14.7,15.7,1
4/28/2021,10.8,14,17.8,3.8
4/29/2021,7.7,2.9,9.2,6.3
4/30/2021,7.8,4.9,10.3,5.4
5/1/2021,7.7,10.8,12.7,1.9
5/2/2021,6.8,8.9,11,2.1
5/3/2021,9.9,12.8,13.9,1.1
5/4/2021,9,4.6,10.9,6.3
5/5/2021,7.1,6.4,10.8,4.4
5/6/2021,5.9,7.8,10.4,2.6
5/7/2021,6.5,11,11.8,0.8
5/8/2021,10.4,15.7,16.4,0.7
5/9/2021,18.5,13.5,24.9,11.4
5/10/2021,15.9,7,19.4,12.4
5/11/2021,13.6,7.7,17.1,9.4
5/12/2021,11.5,11.8,17.6,5.8
5/13/2021,12.1,15.4,19.1,3.7
5/14/2021,11.1,8.3,15.9,7.6
5/15/2021,10.6,5.9,13.6,7.7
5/16/2021,11.4,6.8,14.9,8.1
5/17/2021,11.1,7.7,14.8,7.1
5/18/2021,11.3,10.6,16.4,5.8
5/19/2021,10.4,8.1,14.4,6.3
5/20/2021,12.2,10.8,15.8,5
5/21/2021,13.2,6.3,16.7,10.4
5/22/2021,10.5,4,12.5,8.5
5/23/2021,11.7,7.1,14.9,7.8
5/24/2021,11.2,6.2,14.8,8.6
5/25/2021,10.2,7.5,14.2,6.7
5/26/2021,10.8,5.6,14,8.4
5/27/2021,10.5,6.3,13.5,7.2
5/28/2021,12.6,15.8,19.1,3.3
5/29/2021,12.5,12.2,17.2,5
5/30/2021,14.9,13.9,21.4,7.5
5/31/2021,16.7,13.9,23,9.1
6/1/2021,18.5,16.7,25.2,8.5
6/2/2021,21,16.5,27.3,10.8
6/3/2021,20.7,9.9,25.3,15.4
6/4/2021,20,12.9,25.7,12.8
6/5/2021,15.7,5.2,18.6,13.4
6/6/2021,16.5,11.1,21.4,10.3
6/7/2021,16.8,14.6,22.4,7.8
6/8/2021,19.1,15.7,25.5,9.8
6/9/2021,19,14.7,25.6,10.9
6/10/2021,19.3,17,26.8,9.8
6/11/2021,18.6,12,24,12
6/12/2021,16.7,11,20.6,9.6
6/13/2021,16.6,16.3,23.6,7.3
6/14/2021,20.3,17.2,27.4,10.2
6/15/2021,18.3,10,23.1,13.1
6/16/2021,21.6,18.3,28.9,10.6
6/17/2021,24,14.1,30.8,16.7
6/18/2021,22.4,10.7,29.5,18.8
6/19/2021,18.1,4.2,20.3,16.1
6/20/2021,18.6,7.5,22.5,15
6/21/2021,14,4.1,16.2,12.1
6/22/2021,14.5,7,17.9,10.9
6/23/2021,14.6,6.2,17.2,11
6/24/2021,15,11.6,19.1,7.5
6/25/2021,14.8,11.6,18.7,7.1
6/26/2021,19.8,10.4,24.9,14.5
6/27/2021,20.8,10.2,27,16.8
6/28/2021,20.3,9.4,24.4,15
6/29/2021,17.3,7.2,20.7,13.5
6/30/2021,14,2.9,16.1,13.2
7/1/2021,15,4,17,13
7/2/2021,16.6,10.3,21.9,11.6
7/3/2021,18.4,12.6,23.4,10.8
7/4/2021,18.1,9.9,23,13.1
7/5/2021,16.7,4.6,19.1,14.5
7/6/2021,18,5.8,20.9,15.1
7/7/2021,17.2,10.1,21.8,11.7
7/8/2021,18.1,11.5,23,11.5
7/9/2021,17.6,13.2,23.8,10.6
7/10/2021,18.4,9.8,22.8,13
7/11/2021,18.8,9.2,23.4,14.2
7/12/2021,19.7,12.4,25.2,12.8
7/13/2021,18.8,5,20.6,15.6
7/14/2021,18.8,3.8,21,17.2
7/15/2021,17.8,1.9,18.6,16.7
7/16/2021,18,6.2,21.7,15.5
7/17/2021,20,11.2,24.7,13.5
7/18/2021,20.2,13.9,26.6,12.7
7/19/2021,17.4,11.1,22.8,11.7
7/20/2021,17.2,14.7,23.9,9.2
7/21/2021,19.4,15.2,25.9,10.7
7/22/2021,18.3,9.5,22.9,13.4
7/23/2021,17,10.4,21.2,10.8
7/24/2021,18.2,9,22.3,13.3
7/25/2021,19.7,10.6,25.8,15.2
7/26/2021,18.3,8.7,22.8,14.1
7/27/2021,17.6,7,22.1,15.1
7/28/2021,17.6,5.7,20.7,15
7/29/2021,17.3,8.3,21.5,13.2
7/30/2021,17,10.4,21.4,11
7/31/2021,16.4,7.9,20,12.1
8/1/2021,16,8.1,19.3,11.2
8/2/2021,15.3,9.3,19.6,10.3
8/3/2021,14.3,8.7,18.6,9.9
8/4/2021,16.1,12.3,21.4,9.1
8/5/2021,18.3,12.2,23.3,11.1
8/6/2021,18.8,5.8,21.9,16.1
8/7/2021,17,8,22.3,14.3
8/8/2021,16.3,5,19.8,14.8
8/9/2021,16.6,7,20.5,13.5
8/10/2021,16.8,11.3,22.2,10.9
8/11/2021,17.4,13.1,23.6,10.5
8/12/2021,19,12.6,25.2,12.6
8/13/2021,17.7,8.1,21.4,13.3
8/14/2021,17.6,9.7,22.9,13.2
8/15/2021,19.1,11.4,24.7,13.3
8/16/2021,15.9,4.8,17.9,13.1
8/17/2021,14.7,4.6,16.8,12.2
8/18/2021,16.8,5.2,20,14.8
8/19/2021,16.5,5.6,18.2,12.6
8/20/2021,17.5,10.5,22.5,12
8/21/2021,18.7,11.7,23.3,11.6
8/22/2021,17.9,3.9,20.2,16.3
8/23/2021,18.2,7.4,22,14.6
8/24/2021,17.1,9.2,21.7,12.5
8/25/2021,16.2,10.6,21.3,10.7
8/26/2021,16.3,7.4,19.6,12.2
8/27/2021,15.8,6.3,19.4,13.1
8/28/2021,17,6,20.2,14.2
8/29/2021,16.2,2.2,17.2,15
8/30/2021,17.6,6.5,21.3,14.8
8/31/2021,16.3,8.8,19.8,11
9/1/2021,16.5,4.2,18.6,14.4
9/2/2021,16.3,9,21.2,12.2
9/3/2021,16.4,11.3,22.7,11.4
9/4/2021,15.4,9.6,21.1,11.5
9/5/2021,15.6,14,23.4,9.4
9/6/2021,16.5,16.4,24.3,7.9
9/7/2021,18.3,14.9,26,11.1
9/8/2021,19.4,15.5,26.9,11.4
9/9/2021,19.7,13.7,26.4,12.7
9/10/2021,19.5,6.5,23.4,16.9
9/11/2021,18.3,4.8,20.8,16
9/12/2021,15.9,11.4,21.5,10.1
9/13/2021,14.5,9.7,18.8,9.1
9/14/2021,17.3,10.7,22.4,11.7
9/15/2021,16.8,5.8,20,14.2
9/16/2021,16.2,8.8,20.3,11.5
9/17/2021,15.9,10.8,21.1,10.3
9/18/2021,15.3,13.7,22.3,8.6
9/19/2021,15.4,8.9,20.7,11.8
9/20/2021,11.9,11.8,17.3,5.5
9/21/2021,11.8,15.7,19.4,3.7
9/22/2021,13.2,14.8,20.9,6.1
9/23/2021,15.8,7.9,19.4,11.5
9/24/2021,17.9,8.9,21.6,12.7
9/25/2021,16.9,10.1,21.9,11.8
9/26/2021,17.7,11.8,23.7,11.9
9/27/2021,15.4,9.7,20.8,11.1
9/28/2021,14,9.4,19.2,9.8
9/29/2021,11.8,5.9,15.4,9.5
9/30/2021,12.3,5.1,14.1,9
10/1/2021,13.5,4.2,16,11.8
10/2/2021,14.4,4.9,16.8,11.9
10/3/2021,12.9,5,16.6,11.6
10/4/2021,13.5,7.3,17.7,10.4
10/5/2021,12.7,6.1,16.5,10.4
10/6/2021,12.3,8.4,16.3,7.9
10/7/2021,10.5,9.2,15.6,6.4
10/8/2021,10.7,12.6,17.9,5.3
10/9/2021,9.8,12.3,16.4,4.1
10/10/2021,10.2,14.2,16.4,2.2
10/11/2021,11.8,9.7,16,6.3
10/12/2021,10.1,9.9,14.2,4.3
10/13/2021,10.1,10.3,14.1,3.8
10/14/2021,13.7,4.9,16.2,11.3
10/15/2021,10.5,11.2,14.8,3.6
10/16/2021,10.3,8.2,13.8,5.6
10/17/2021,11.3,5.8,14.3,8.5
10/18/2021,11.5,7.7,14.5,6.8
10/19/2021,16.3,6.1,19.4,13.3
10/20/2021,15.6,5.4,18,12.6
10/21/2021,10,8.2,14.6,6.4
10/22/2021,8.4,10.3,12.8,2.5
10/23/2021,7.3,11.1,12.1,1
10/24/2021,7.9,9.2,13.3,4.1
10/25/2021,10.7,6.6,13,6.4
10/26/2021,12.6,4.9,14.7,9.8
10/27/2021,13.4,6.5,16.7,10.2
10/28/2021,11.4,9,16.4,7.4
10/29/2021,13.1,8.6,17.8,9.2
10/30/2021,12,3.9,14.1,10.2
10/31/2021,11.5,6.8,15.3,8.5
11/1/2021,9.4,7.2,13,5.8
11/2/2021,7,7.2,9.8,2.6
11/3/2021,5,7.5,9.3,1.8
11/4/2021,5.8,8.9,11.6,2.7
11/5/2021,7.7,11.7,12.6,0.9
11/6/2021,9.7,4.1,11.5,7.4
11/7/2021,9.9,5.4,12.3,6.9
11/8/2021,8.1,9.6,12.4,2.8
11/9/2021,8.2,8.3,11.3,3
11/10/2021,8.9,3.7,10.4,6.7
11/11/2021,9.7,2.6,10.9,8.3
11/12/2021,7.4,5.6,9.5,3.9
11/13/2021,10.9,4.1,13.3,9.2
11/14/2021,9.7,1.8,10.5,8.7
11/15/2021,6.6,3.7,8.8,5.1
11/16/2021,5.1,1.1,5.9,4.8
11/17/2021,8.2,6.2,12.1,5.9
11/18/2021,10,5.6,11.8,6.2
11/19/2021,11.9,4.6,14.2,9.6
11/20/2021,10.1,2.1,11,8.9
11/21/2021,8,5.8,11,5.2
11/22/2021,3.6,10,9.2,-0.8
11/23/2021,6.4,10.5,11.1,0.6
11/24/2021,6.1,3.6,7.5,3.9
11/25/2021,5.5,7,9.2,2.2
11/26/2021,4.4,2,5.6,3.6
11/27/2021,3,1.3,3.8,2.5
11/28/2021,2.2,5.5,4.2,-1.3
11/29/2021,4.3,6,7.5,1.5
11/30/2021,8.6,6.4,10.4,4
12/1/2021,8,6,10.6,4.6
12/2/2021,2.3,7,5.2,-1.8
12/3/2021,3.5,3.7,4.7,1
12/4/2021,4.9,1.4,5.7,4.3
12/5/2021,4.3,2.9,5.4,2.5
12/6/2021,3,3.4,3.9,0.5
12/7/2021,4,5.3,6,0.7
12/8/2021,5.1,5.1,7,1.9
12/9/2021,3.6,4.1,5.4,1.3
12/10/2021,3,6,4.8,-1.2
12/11/2021,4.3,9.6,8.6,-1
12/12/2021,8.9,5.8,11.1,5.3
12/13/2021,9.7,2,10.6,8.6
12/14/2021,9,2.3,10.1,7.8
12/15/2021,9.8,3.3,11,7.7
12/16/2021,6.5,9.2,11.8,2.6
12/17/2021,7.7,2.1,8.6,6.5
12/18/2021,6.2,3.2,7.9,4.7
12/19/2021,6.8,1.5,7.3,5.8
12/20/2021,3.5,10.6,7.3,-3.3
12/21/2021,-2.2,10.2,4.7,-5.5
12/22/2021,-2.4,6.1,0,-6.1
12/23/2021,2.3,9,7.7,-1.3
12/24/2021,7.8,6,10,4
12/25/2021,-1,8.6,4,-4.6
12/26/2021,-1,7.4,2.4,-5
12/27/2021,5.6,6.8,9,2.2
12/28/2021,8.8,3.4,10.7,7.3
12/29/2021,9.5,3.7,12.1,8.4
12/30/2021,12.9,3.9,13.9,10
12/31/2021,12.8,3.3,14.4,11.1
1/1/2022,12.3,2.3,13.2,10.9
1/2/2022,11.7,2.8,13,10.2
1/3/2022,9.7,2.2,11,8.8
1/4/2022,6.5,5.7,8.9,3.2
1/5/2022,5.1,5.3,7.6,2.3
1/6/2022,3.7,7.6,6.5,-1.1
1/7/2022,3.7,6,6.7,0.7
1/8/2022,2.9,8.8,6.2,-2.6
1/9/2022,4.6,9.2,7.7,-1.5
1/10/2022,1.7,9.4,6.9,-2.5
1/11/2022,2.3,5,5.2,0.2
1/12/2022,4,1.9,5,3.1
1/13/2022,4.3,2,5.3,3.3
1/14/2022,4.6,2.8,6,3.2
1/15/2022,2.3,3.5,4.3,0.8
1/16/2022,5.3,5.8,7.3,1.5
1/17/2022,6.4,7,9.1,2.1
1/18/2022,3.4,6.3,6.4,0.1
1/19/2022,3.6,8.9,7.1,-1.8
1/20/2022,3.5,7,6.1,-0.9
1/21/2022,4.1,7.7,7,-0.7
1/22/2022,6.4,2,7.6,5.6
1/23/2022,6.1,2.6,7.3,4.7
1/24/2022,4.5,2,5.7,3.7
1/25/2022,3,1.4,3.8,2.4
1/26/2022,4.2,3.7,6,2.3
1/27/2022,7,4.6,9.6,5
1/28/2022,6.6,4.5,9,4.5
1/29/2022,9.1,5.3,11.7,6.4
1/30/2022,6,4.1,8.4,4.3
1/31/2022,5.7,3.6,7.1,3.5
2/1/2022,7.4,6.5,9.9,3.4
2/2/2022,8.7,3.6,10.7,7.1
2/3/2022,7.6,1.6,8.5,6.9
2/4/2022,6.7,5.3,9.1,3.8
2/5/2022,6.4,4.7,8.1,3.4
2/6/2022,7.4,5.4,9.4,4
2/7/2022,6.3,5.4,8.3,2.9
2/8/2022,10,5.3,12.5,7.2
2/9/2022,8.9,1.7,10,8.3
2/10/2022,6.8,4.3,8.5,4.2
2/11/2022,3.8,10.1,7.7,-2.4
2/12/2022,2.6,10.9,7.3,-3.6
2/13/2022,6.1,9.3,10.3,1
2/14/2022,9,5.5,11.4,5.9
2/15/2022,7.5,3.7,9.2,5.5
2/16/2022,11.1,4.9,13.2,8.3
2/17/2022,9,5.6,12.4,6.8
2/18/2022,8.4,6.3,12.3,6
2/19/2022,6.1,3.9,8.4,4.5
2/20/2022,8.2,6.5,10.7,4.2
2/21/2022,6.5,4.1,8.2,4.1
2/22/2022,7.1,6.8,10.5,3.7
2/23/2022,8,7.2,11.3,4.1
2/24/2022,6.2,7.4,10.1,2.7
2/25/2022,4.7,9.3,8.6,-0.7
2/26/2022,2.2,11.4,8.7,-2.7
2/27/2022,4.2,11.2,9.2,-2
2/28/2022,4.5,9.4,9.5,0.1
3/1/2022,5.2,6.5,8.3,1.8
3/2/2022,5.6,10.4,11.7,1.3
3/3/2022,5,14.2,11.7,-2.5
3/4/2022,4.2,11.9,11,-0.9
3/5/2022,2.6,12,8.7,-3.3
3/6/2022,2.4,8.3,6.4,-1.9
3/7/2022,2.3,12.1,7.7,-4.4
3/8/2022,4.9,10.9,10.1,-0.8
3/9/2022,6.1,13.6,13.2,-0.4
3/10/2022,8.5,15,15.3,0.3
3/11/2022,10.1,8.8,14.4,5.6
3/12/2022,11.2,7.9,15.1,7.2
3/13/2022,12.1,8,16.5,8.5
3/14/2022,9,10.5,13.5,3
3/15/2022,7.4,11.7,14.1,2.4
3/16/2022,9.1,12.1,13.2,1.1
3/17/2022,7.6,11.8,11.8,0
3/18/2022,7.8,17,15.3,-1.7
3/19/2022,8.8,10.4,14.1,3.7
3/20/2022,4.5,9.8,8.7,-1.1
3/21/2022,7.7,18.2,16.3,-1.9
3/22/2022,10.3,17.2,19.6,2.4
3/23/2022,9.8,19.3,19.3,0
3/24/2022,9.4,17.8,18.3,0.5
3/25/2022,8.6,17.5,16.7,-0.8
3/26/2022,10.4,16,17.4,1.4
3/27/2022,10.3,10.6,16.4,5.8
3/28/2022,8.3,11.7,14.3,2.6
3/29/2022,8.2,9.6,14,4.4
3/30/2022,6,10.2,10.6,0.4
3/31/2022,1.9,4.5,4.5,0
4/1/2022,2.1,5,4.7,-0.3
4/2/2022,2.4,9.5,6.3,-3.2
4/3/2022,3,12.5,8.5,-4
4/4/2022,7.1,7.4,10.7,3.3
4/5/2022,10,4.4,11.9,7.5
4/6/2022,9.7,1.9,10.7,8.8
4/7/2022,8,7.1,11.3,4.2
4/8/2022,6.3,5.5,8.8,3.3
4/9/2022,5.8,7.4,9.6,2.2
4/10/2022,6.2,10.6,11.9,1.3
4/11/2022,9.1,14.8,15,0.2
4/12/2022,13.8,14.1,20.6,6.5
4/13/2022,13.1,7.6,16.6,9
4/14/2022,12.1,13.2,18.7,5.5
4/15/2022,9.8,5,12.6,7.6
4/16/2022,10.5,11.9,16.5,4.6
4/17/2022,10.8,14.7,17.6,2.9
4/18/2022,12,14.2,19.3,5.1
4/19/2022,12.3,16.5,19.1,2.6
4/20/2022,12.2,12.5,17.7,5.2
4/21/2022,12.6,13.2,18.1,4.9
4/22/2022,13.1,9.1,17.8,8.7
4/23/2022,13.6,9.4,18.7,9.3
4/24/2022,12,9.8,17.5,7.7
4/25/2022,8.6,3.6,10.5,6.9
4/26/2022,9.2,11.4,13.8,2.4
4/27/2022,7.5,13.4,13.6,0.2
4/28/2022,8.8,15,15.2,0.2
4/29/2022,8.8,7.7,13.1,5.4
4/30/2022,7.9,11.2,12.5,1.3
5/1/2022,9.1,15.3,15.6,0.3
5/2/2022,10.8,16,17.7,1.7
5/3/2022,9.7,13.4,15.9,2.5
5/4/2022,10.3,12.2,16.1,3.9
5/5/2022,12.1,15.6,19.4,3.8
5/6/2022,13.7,12.6,21,8.4
5/7/2022,14.7,11.2,20.6,9.4
5/8/2022,11.9,9.9,17,7.1
5/9/2022,14.3,19.6,22.7,3.1
5/10/2022,17.1,14.3,23.8,9.5
5/11/2022,16.4,10.2,21.1,10.9
5/12/2022,14.2,9.9,19.4,9.5
5/13/2022,14.5,7.4,18.3,10.9
5/14/2022,15.6,12.2,21.7,9.5
5/15/2022,18.3,17.7,25,7.3
5/16/2022,17.8,11,24.5,13.5
5/17/2022,18.5,14.2,25.2,11
5/18/2022,19.2,12.4,24.7,12.3
5/19/2022,16.9,13.6,23,9.4
5/20/2022,13.3,12.6,20.1,7.5
5/21/2022,14,10.1,17.6,7.5
5/22/2022,15.6,15.6,21.4,5.8
5/23/2022,15.8,9.5,21.9,12.4
5/24/2022,13.3,9.6,17.5,7.9
5/25/2022,13.7,10.9,17.8,6.9
5/26/2022,16.1,5.3,19,13.7
5/27/2022,13.8,5.1,15.9,10.8
5/28/2022,11.9,10.7,16.2,5.5
5/29/2022,10.4,9,14.2,5.2
5/30/2022,10.4,10.4,14.7,4.3
5/31/2022,11.9,12.1,18.2,6.1
6/1/2022,12.6,9.9,16.5,6.6
6/2/2022,13.7,15,19.6,4.6
6/3/2022,17.3,13.4,23.7,10.3
6/4/2022,16.8,11.4,22.7,11.3
6/5/2022,16.4,8.4,21.4,13
6/6/2022,13.9,5.7,18.1,12.4
6/7/2022,15.5,6.7,19.6,12.9
6/8/2022,15.6,5.5,18.8,13.3
6/9/2022,16.4,9.9,20.2,10.3
6/10/2022,17.7,11.9,22.1,10.2
6/11/2022,17.9,9.9,21.9,12
6/12/2022,16,10.8,21,10.2
6/13/2022,14.4,10.3,18.2,7.9
6/14/2022,15.2,15.1,21.1,6
6/15/2022,17.8,15.9,23.9,8
6/16/2022,17.8,15.9,24.4,8.5
6/17/2022,22.1,16.9,28.9,12
6/18/2022,21.2,12.3,27,14.7
6/19/2022,14.8,5.2,17.6,12.4
6/20/2022,15,10.9,19.1,8.2
6/21/2022,15.7,15.6,22.2,6.6
6/22/2022,18.6,16.5,25.2,8.7
6/23/2022,22.8,16.9,29.8,12.9
6/24/2022,19,6.9,23.4,16.5
6/25/2022,18.4,7.6,23,15.4
6/26/2022,17.5,5.9,20.8,14.9
6/27/2022,16.2,7.6,19.9,12.3
6/28/2022,17.6,12.7,23,10.3
6/29/2022,20.6,15.4,26.9,11.5
6/30/2022,17.8,9.8,23.6,13.8
7/1/2022,16.2,9.2,20.5,11.3
7/2/2022,18.1,13.7,23.9,10.2
7/3/2022,16.7,10.4,21.1,10.7
7/4/2022,16.5,12.7,22.1,9.4
7/5/2022,15.7,10.9,20.7,9.8
7/6/2022,16.8,12.7,21.7,9
7/7/2022,16.4,4.3,18.9,14.6
7/8/2022,17.9,13.8,23.5,9.7
7/9/2022,17.1,9.4,21.7,12.3
7/10/2022,17.3,8.2,21.1,12.9
7/11/2022,18.1,11.1,23.4,12.3
7/12/2022,20.8,16.3,26.8,10.5
7/13/2022,21.5,13.6,27.2,13.6
7/14/2022,17.2,12.7,22.5,9.8
7/15/2022,17,13.6,22,8.4
7/16/2022,17.2,12,21.6,9.6
7/17/2022,17.8,18,26,8
7/18/2022,22.3,21.6,32.2,10.6
7/19/2022,26.9,21.3,35.5,14.2
7/20/2022,23.7,9.4,27.7,18.3
7/21/2022,17.7,4.2,19.8,15.6
7/22/2022,17.5,8,20.7,12.7
7/23/2022,18.3,14.8,25.1,10.3
7/24/2022,22.8,15.9,29.4,13.5
7/25/2022,21,7.1,24.5,17.4
7/26/2022,17.1,9.7,20.2,10.5
7/27/2022,15.8,12.1,20.9,8.8
7/28/2022,17.2,10.8,22.3,11.5
7/29/2022,18.9,10,24.5,14.5
7/30/2022,19.2,13.4,24.4,11
7/31/2022,19.1,5.9,22,16.1
8/1/2022,18.1,11.6,22.8,11.2
8/2/2022,21,16.1,27.7,11.6
8/3/2022,23,12.4,29.5,17.1
8/4/2022,21.4,9.9,26.4,16.5
8/5/2022,17.4,13,21.6,8.6
8/6/2022,15.7,15.5,22.7,7.2
8/7/2022,16.6,14.7,23.1,8.4
8/8/2022,17.3,13.9,23.4,9.5
8/9/2022,19.4,14.5,25.7,11.2
8/10/2022,22.3,15.9,30,14.1
8/11/2022,24,17.5,31.6,14.1
8/12/2022,23.8,16.7,32.3,15.6
8/13/2022,22.4,18.9,31,12.1
8/14/2022,24,18.6,32.2,13.6
8/15/2022,22.4,8.7,26.2,17.5
8/16/2022,21.1,12.8,27.4,14.6
8/17/2022,19.4,3.7,21.2,17.5
8/18/2022,19.9,9.3,24.3,15
8/19/2022,19.3,11,24.2,13.2
8/20/2022,18.8,12.1,23.9,11.8
8/21/2022,17.7,13.7,24.5,10.8
8/22/2022,19.9,10.6,25.8,15.2
8/23/2022,21.7,12.9,28.5,15.6
8/24/2022,23.1,15,30.2,15.2
8/25/2022,24.2,15.1,32.6,17.5
8/26/2022,19.2,5.2,20.9,15.7
8/27/2022,16.8,11.7,22.3,10.6
8/28/2022,15.6,13.8,22,8.2
8/29/2022,16.9,12.6,22.5,9.9
8/30/2022,18.5,9.7,23.5,13.8
8/31/2022,18.4,9.9,23.8,13.9
9/1/2022,18.7,12.8,24.7,11.9
9/2/2022,19.7,12.4,26,13.6
9/3/2022,19.5,13.6,26.8,13.2
9/4/2022,18.9,14.4,26.9,12.5
9/5/2022,21.1,18.3,29.7,11.4
9/6/2022,20.9,11.9,27.2,15.3
9/7/2022,18.7,10,24.4,14.4
9/8/2022,17.4,7.8,22.3,14.5
9/9/2022,15.8,5.3,18.2,12.9
9/10/2022,16.9,9.3,21.2,11.9
9/11/2022,15.7,12.5,22.6,10.1
9/12/2022,17.4,14.1,24.4,10.3
9/13/2022,18.1,9,22.7,13.7
9/14/2022,15.5,8.6,20.3,11.7
9/15/2022,14.9,9,19.7,10.7
9/16/2022,12.5,5.8,16.2,10.4
9/17/2022,12.4,7,16.9,9.9
9/18/2022,11.1,4.7,13.3,8.6
9/19/2022,12.5,8.7,16.6,7.9
9/20/2022,12.2,9.4,16.6,7.2
9/21/2022,10.3,13.5,18,4.5
9/22/2022,10.9,15.7,19,3.3
9/23/2022,13.4,11.4,18,6.6
