date,mean_temp,diff_temp,max_temp,min_temp
3/1/2024,8.2,4.4,9.9,5.5
3/2/2024,9.6,6.8,12.6,5.8
3/3/2024,11.1,8.2,15.9,7.7
3/4/2024,7.5,10.3,11.8,1.5
3/5/2024,5.7,7.5,8.5,1
3/6/2024,6.7,10,12.5,2.5
3/7/2024,5.1,8.2,9.7,1.5
3/8/2024,5.4,9.4,10.1,0.7
3/9/2024,8.2,9.7,12.8,3.1
3/10/2024,9.3,7.2,13.2,6
3/11/2024,6.9,1.7,8.2,6.5
3/12/2024,8.4,4.2,11,6.8
3/13/2024,11,3.8,12.5,8.7
3/14/2024,13,10,17.8,7.8
3/15/2024,13,4.1,15.3,11.2
3/16/2024,7.5,8.7,11.3,2.6
3/17/2024,9.4,8.8,12.8,4
3/18/2024,11.1,9.4,15.5,6.1
3/19/2024,11.5,10.7,17.1,6.4
3/20/2024,12,11.8,18.4,6.6
3/21/2024,9.5,3.5,11.3,7.8
3/22/2024,9.4,4.5,11.5,7
3/23/2024,6.9,5,9.5,4.5
3/24/2024,6.4,4.3,8.8,4.5
3/25/2024,7.3,9.7,12,2.3
3/26/2024,8.7,7.7,11.7,4
3/27/2024,9.6,6.2,12.8,6.6
3/28/2024,9.1,6.1,12.6,6.5
3/29/2024,10.9,6.6,14.4,7.8
3/30/2024,8.6,7.3,11.1,3.8
3/31/2024,10.5,12.7,16.6,3.9
4/1/2024,10,7.2,14,6.8
4/2/2024,9.7,5.6,12.6,7
4/3/2024,11,5.2,14.5,9.3
4/4/2024,12,6.6,15.2,8.6
4/5/2024,13.4,7.3,17.3,10
4/6/2024,18,13.2,24.1,10.9
4/7/2024,16.8,8.3,21.1,12.8
4/8/2024,15.3,7.6,19.1,11.5
4/9/2024,11.4,6,14.8,8.8
4/10/2024,11.7,6.5,15.1,8.6
4/11/2024,13.2,3.1,14.8,11.7
4/12/2024,16.1,6.8,20,13.2
4/13/2024,17.1,11.1,23.1,12
4/14/2024,11.6,6.3,14.7,8.4
4/15/2024,8,6.5,10.8,4.3
4/16/2024,8.2,8.7,12.5,3.8
4/17/2024,5.8,6.3,9.9,3.6
4/18/2024,7.5,11.3,12.1,0.8
4/19/2024,8.2,5.6,11.1,5.5
4/20/2024,7.3,5.3,10.5,5.2
4/21/2024,6.2,9.5,11.1,1.6
4/22/2024,5.5,10.3,10.4,0.1
4/23/2024,5.5,12.8,10.9,-1.9
4/24/2024,5.7,8.1,10.4,2.3
4/25/2024,6.1,8.6,10.5,1.9
4/26/2024,8.8,7.3,12.9,5.6
4/27/2024,11.8,10.3,16.4,6.1
4/28/2024,12.3,11,16.5,5.5
4/29/2024,12.5,15.5,19.7,4.2
4/30/2024,16.2,10.7,21.9,11.2
5/1/2024,19,10.6,24.4,13.8
5/2/2024,18.1,12.6,26,13.4
5/3/2024,11.2,7.1,13.7,6.6
5/4/2024,11.2,13,18.2,5.2
5/5/2024,12.2,8.9,17,8.1
5/6/2024,14.2,11.8,18.6,6.8
5/7/2024,14.8,8.5,19.4,10.9
5/8/2024,12.8,7.6,15.6,8
5/9/2024,13.2,13,18.4,5.4
5/10/2024,15.1,13.4,20.3,6.9
5/11/2024,16.8,13,23.1,10.1
5/12/2024,19.9,12.5,25.2,12.7
5/13/2024,19.2,10.5,24.8,14.3
5/14/2024,19.5,14.1,26.7,12.6
5/15/2024,16.4,9.7,21.6,11.9
5/16/2024,16.6,6.3,20.5,14.2
5/17/2024,15.4,7,19.7,12.7
5/18/2024,17,11.2,23.5,12.3
5/19/2024,17.7,10.1,22.8,12.7
5/20/2024,15.7,9.7,20.9,11.2
5/21/2024,16.9,13.5,23.7,10.2
5/22/2024,15.6,6,19.5,13.5
5/23/2024,15.3,9.3,19.4,10.1
5/24/2024,14.5,9.5,18.1,8.6
5/25/2024,15,9.7,18.8,9.1
5/26/2024,14.9,11.8,21.1,9.3
5/27/2024,14.2,8.4,18.1,9.7
5/28/2024,14.1,9.8,18.8,9
5/29/2024,14.5,8.9,18.3,9.4
5/30/2024,14.5,8.6,18.4,9.8
5/31/2024,15.6,7.9,19.5,11.6
6/1/2024,15.3,3.1,16.8,13.7
6/2/2024,14.3,5.3,17.5,12.2
6/3/2024,14.3,7.1,17.4,10.3
6/4/2024,16.6,8.9,21.5,12.6
6/5/2024,12.6,10.3,17,6.7
6/6/2024,12.4,12.3,18.3,6
6/7/2024,13.2,13.5,19.2,5.7
6/8/2024,13.1,12.9,19,6.1
6/9/2024,13,11.5,16.7,5.2
6/10/2024,11.3,6.8,15.4,8.6
6/11/2024,11.9,8.1,16,7.9
6/12/2024,11.5,6.4,15.3,8.9
6/13/2024,14.4,10.1,19,8.9
6/14/2024,15,5.9,18.3,12.4
6/15/2024,14.3,6.5,17.6,11.1
6/16/2024,14.4,7.4,18.6,11.2
6/17/2024,16.3,9.4,21,11.6
6/18/2024,15.2,7.3,17.9,10.6
6/19/2024,15.6,10.1,19.9,9.8
6/20/2024,16.4,11.7,21.1,9.4
6/21/2024,16.3,7.3,19.9,12.6
6/22/2024,16.3,9.5,20.6,11.1
6/23/2024,17.8,13.7,23.7,10
6/24/2024,20,16,26.4,10.4
6/25/2024,22.6,13.6,28.3,14.7
6/26/2024,24.1,12.8,30.2,17.4
6/27/2024,22.7,12.3,28.7,16.4
6/28/2024,17.2,10.8,21.5,10.7
6/29/2024,18.3,15.7,24.9,9.2
6/30/2024,17.7,8.2,22.2,14
7/1/2024,16.3,6.9,19,12.1
7/2/2024,15.2,7.4,18.2,10.8
7/3/2024,13.6,9.1,17.4,8.3
7/4/2024,16,4.2,18.2,14
7/5/2024,15.8,4.1,17.6,13.5
7/6/2024,16.5,8.2,20.5,12.3
7/7/2024,14.7,6.1,18,11.9
7/8/2024,17.2,10.6,21.6,11
7/9/2024,21,11.6,28.2,16.6
7/10/2024,19,9.6,23.6,14
7/11/2024,17.2,7.3,20.8,13.5
7/12/2024,14.4,1.8,15.4,13.6
7/13/2024,14.8,5.1,16.8,11.7
7/14/2024,16.7,11.7,21.4,9.7
7/15/2024,18.8,14.5,24.6,10.1
7/16/2024,17.7,5.9,21.4,15.5
7/17/2024,17.9,10.4,22.9,12.5
7/18/2024,20.2,15.6,27,11.4
7/19/2024,21.8,14.4,28.9,14.5
7/20/2024,23,14.8,30,15.2
7/21/2024,19.5,6.4,22.2,15.8
7/22/2024,19.4,11.7,23.8,12.1
7/23/2024,19.4,6.4,23,16.6
7/24/2024,17.6,10.7,22.1,11.4
7/25/2024,18.8,12.6,23.9,11.3
7/26/2024,18.5,10.7,22.7,12
7/27/2024,17.9,13.1,23.1,10
7/28/2024,18.3,11.6,23.6,12
7/29/2024,19.5,15.2,25.8,10.6
7/30/2024,22.8,15.5,29.5,14
7/31/2024,21.6,12.2,27.1,14.9
8/1/2024,19.5,7.3,23.2,15.9
8/2/2024,19.9,12.4,26.5,14.1
8/3/2024,20.3,8.8,24.7,15.9
8/4/2024,17.8,6.5,20.9,14.4
8/5/2024,19.2,11.1,24.2,13.1
8/6/2024,21.4,16.7,29.5,12.8
8/7/2024,19.8,7.5,23.4,15.9
8/8/2024,20.6,7.5,24.1,16.6
8/9/2024,20,10.5,24.2,13.7
8/10/2024,20.3,8.8,24.8,16
8/11/2024,21.8,13.5,27.8,14.3
8/12/2024,24.5,14.5,30.9,16.4
8/13/2024,24.4,11.3,30.7,19.4
8/14/2024,20.9,6.4,24.2,17.8
8/15/2024,21.2,9.1,25.5,16.4
8/16/2024,19.1,5.4,21.5,16.1
8/17/2024,18.1,9.9,23.2,13.3
8/18/2024,17,12.7,23.3,10.6
8/19/2024,17.1,13.6,22.9,9.3
8/20/2024,18,11.1,23.9,12.8
8/21/2024,16.1,7.6,19.9,12.3
8/22/2024,18.9,8.7,22.7,14
8/23/2024,18.8,10.7,23.4,12.7
8/24/2024,19,12.1,27.1,15
8/25/2024,16.4,7.3,20.4,13.1
8/26/2024,16.6,10.3,21.9,11.6
8/27/2024,17.3,15.1,24.8,9.7
8/28/2024,20.1,18.8,28.7,9.9
8/29/2024,19.3,12.2,25.8,13.6
8/30/2024,17.8,9.9,22.8,12.9
8/31/2024,18.4,8,23.1,15.1
9/1/2024,22.4,15,29.8,14.8
9/2/2024,22.8,12.2,29,16.8
9/3/2024,19.7,7.5,23.5,16
9/4/2024,18,6.9,21.6,14.7
9/5/2024,22.2,14.5,28.7,14.2
9/6/2024,21.5,9.6,27.2,17.6
9/7/2024,21.3,9,26.3,17.3
9/8/2024,18.3,9.8,21.9,12.1
9/9/2024,16.2,10.2,22,11.8
9/10/2024,14.4,6.3,16.8,10.5
9/11/2024,11,7.3,15.1,7.8
9/12/2024,10.1,10,15.4,5.4
9/13/2024,10.6,12.3,17,4.7
9/14/2024,10.6,14.7,18.1,3.4
9/15/2024,13.3,13.3,19,5.7
9/16/2024,14,10.7,19.3,8.6
9/17/2024,16.3,10.3,20,9.7
9/18/2024,16.9,8.7,22,13.3
9/19/2024,17,8.1,22.4,14.3
9/20/2024,17.8,8.6,22.8,14.2
9/21/2024,16.6,14.2,24.4,10.2
9/22/2024,17,14.1,24,9.9
9/23/2024,16.6,8.9,21.4,12.5
9/24/2024,14.3,8.7,19.4,10.7
9/25/2024,15.1,4.3,18.1,13.8
9/26/2024,15.6,5.5,19.3,13.8
9/27/2024,12.2,5.9,14.9,9
9/28/2024,10.3,8.3,14.9,6.6
9/29/2024,9.8,9.9,14.3,4.4
9/30/2024,12,6.1,14.8,8.7
10/1/2024,12.9,2.8,14.4,11.6
10/2/2024,10.9,4,12.2,8.2
10/3/2024,9.3,11.6,15.1,3.5
10/4/2024,7.5,14.7,16,1.3
10/5/2024,8.1,14.5,15.4,0.9
10/6/2024,11,11.4,15.5,4.1
10/7/2024,15.4,6.1,18.8,12.7
10/8/2024,15.9,5.1,18.2,13.1
10/9/2024,14,3.8,16,12.2
10/10/2024,11.8,6.6,14.6,8
10/11/2024,7.7,11.1,13.1,2
10/12/2024,8.7,10.5,12.2,1.7
10/13/2024,10.1,6.4,13.5,7.1
10/14/2024,7.2,10,12.1,2.1
10/15/2024,9.7,11.1,14.5,3.4
10/16/2024,15.6,9.1,20.4,11.3
10/17/2024,16.8,5.3,20,14.7
10/18/2024,15.3,5,17.6,12.6
10/19/2024,14.7,2.4,15.9,13.5
10/20/2024,15.5,4.4,17.9,13.5
10/21/2024,13.9,4.8,15.3,10.5
10/22/2024,12.2,7.4,16.5,9.1
10/23/2024,10.1,9,15.3,6.3
10/24/2024,10,10.6,14.6,4
10/25/2024,13.3,9.7,18.8,9.1
10/26/2024,13.9,10.7,19.3,8.6
10/27/2024,12.4,10.6,17,6.4
10/28/2024,12.3,6.8,14.6,7.8
10/29/2024,13.4,1.4,14,12.6
10/30/2024,13,3,15,12
10/31/2024,11.5,9.6,14.8,5.2
11/1/2024,10.3,6.7,11.6,4.9
11/2/2024,9.3,10.3,13,2.7
11/3/2024,5.7,13,13.4,0.4
11/4/2024,7,13.1,13.7,0.6
11/5/2024,5.9,11.5,11.7,0.2
11/6/2024,8.2,3.5,9.9,6.4
11/7/2024,5.3,4.4,7.6,3.2
11/8/2024,4.8,1.4,5.4,4
11/9/2024,6.6,2.6,7.7,5.1
11/10/2024,9,3.7,11.1,7.4
11/11/2024,10.3,5.4,13.6,8.2
11/12/2024,7.9,8.5,10.9,2.4
11/13/2024,8.3,8.9,11.9,3
11/14/2024,9.6,5.3,11.6,6.3
11/15/2024,8.5,6,10.2,4.2
11/16/2024,8.6,1.5,9.2,7.7
11/17/2024,7.4,5.4,9.7,4.3
11/18/2024,5.1,4.5,7.9,3.4
11/19/2024,3.2,5.1,5.5,0.4
11/20/2024,2.6,4.9,5.7,0.8
11/21/2024,0.9,7.5,4.7,-2.8
11/22/2024,3.3,6.2,6.2,0
11/23/2024,4.7,8.8,10,1.2
11/24/2024,14.3,7.8,17.1,9.3
11/25/2024,11.9,8.7,16.5,7.8
11/26/2024,7.3,7.4,10.1,2.7
11/27/2024,7.7,8.2,11.3,3.1
11/28/2024,6.7,6,10.2,4.2
11/29/2024,3.4,8.5,7.6,-0.9
11/30/2024,4.1,6.2,6.8,0.6
12/1/2024,5.7,7,8.5,1.5
12/2/2024,9.6,3.9,11.5,7.6
12/3/2024,5.7,7.2,8.4,1.2
12/4/2024,3.9,6.2,5.5,-0.7
12/5/2024,7,6.7,11.4,4.7
12/6/2024,8.4,6.2,11.1,4.9
12/7/2024,7.7,4.6,10.5,5.9
12/8/2024,6.5,1.4,7.1,5.7
12/9/2024,6.2,1.4,6.9,5.5
12/10/2024,5,1.1,5.7,4.6
12/11/2024,3.4,2.2,4.6,2.4
12/12/2024,3.4,2,4.5,2.5
12/13/2024,1.7,2.8,3.2,0.4
12/14/2024,4,4.5,6.2,1.7
12/15/2024,8,7.1,10.9,3.8
12/16/2024,9.8,2.6,11.1,8.5
12/17/2024,8.1,2.3,9.4,7.1
12/18/2024,10.6,6.6,13,6.4
12/19/2024,7.8,9.1,13.5,4.4
12/20/2024,5.9,3.5,7.4,3.9
12/21/2024,8.2,3.5,10.4,6.9
12/22/2024,5.6,6.1,9.4,3.3
12/23/2024,6.1,5.5,8.5,3
12/24/2024,5.6,5.6,8.1,2.5
12/25/2024,8.8,1.6,9.6,8
12/26/2024,6.4,4.4,8.2,3.8
12/27/2024,2.5,4.3,4.2,-0.1
12/28/2024,1,2.9,2.7,-0.2
12/29/2024,4,2.4,5.1,2.7
12/30/2024,6.9,3.6,8.2,4.6
12/31/2024,4.6,5.8,8,2.2
1/1/2025,7.8,5.1,9.9,4.8
1/2/2025,2.9,6.8,6.7,-0.1
1/3/2025,2.2,4,4.1,0.1
1/4/2025,1.9,3,3.4,0.4
1/5/2025,5.4,11.7,11.6,-0.1
1/6/2025,8.6,8.2,12.4,4.2
1/7/2025,3.6,3,5.4,2.4
1/8/2025,2.5,2.8,4,1.2
1/9/2025,2.1,7.3,6.3,-1
1/10/2025,2.2,7.7,5.3,-2.4
1/11/2025,0.5,10.3,5.8,-4.5
1/12/2025,1.7,6.6,6,-0.6
1/13/2025,0.5,8.5,5.2,-3.3
1/14/2025,2.8,7.3,5.7,-1.6
1/15/2025,6.6,1.7,7.3,5.6
1/16/2025,3.4,5,6.2,1.2
1/17/2025,0.1,4.2,2.2,-2
1/18/2025,-1.3,1.5,-0.7,-2.2
1/19/2025,-1,1,-0.7,-1.7
1/20/2025,-0.3,2,0.4,-1.6
1/21/2025,-0.5,1.7,0.1,-1.6
1/22/2025,2.1,5.8,4.5,-1.3
1/23/2025,5.5,3.2,7.2,4
1/24/2025,7.6,4.2,9.5,5.3
1/25/2025,5,5.2,7.2,2
1/26/2025,3.8,4,6,2
1/27/2025,9.1,6.1,12.1,6
1/28/2025,7.9,3.5,9.3,5.8
1/29/2025,7.2,3.2,8.4,5.2
1/30/2025,5.2,5.3,7.2,1.9
1/31/2025,1.7,9,6.5,-2.5
2/1/2025,0,10.3,6.5,-3.8
2/2/2025,-1.3,9.8,4.4,-5.4
2/3/2025,0.4,11.2,6.1,-5.1
2/4/2025,2.6,7.5,5.3,-2.2
2/5/2025,4.9,5.7,7.8,2.1
2/6/2025,4,6.6,8.1,1.5
2/7/2025,3.3,3.1,4.6,1.5
2/8/2025,4,5.5,7,1.5
2/9/2025,3.5,4.4,6.1,1.7
2/10/2025,1.8,2.8,3.3,0.5
2/11/2025,3.1,3.2,4.2,1
2/12/2025,3.8,4.4,6.7,2.3
2/13/2025,0.4,5.9,2.7,-3.2
2/14/2025,0,7.2,3,-4.2
2/15/2025,1.5,4.2,3.7,-0.5
2/16/2025,0.3,7.6,4.4,-3.2
2/17/2025,-1.4,8.4,3.2,-5.2
2/18/2025,-0.9,8.2,3.3,-4.9
2/19/2025,1.4,6.6,5,-1.6
2/20/2025,7.1,10.6,11.2,0.6
2/21/2025,13,8.9,17.9,9
2/22/2025,10.1,4.3,11.9,7.6
2/23/2025,10.4,7.6,14.7,7.1
2/24/2025,10.8,3.1,12.2,9.1
2/25/2025,8.8,4.5,11.2,6.7
2/26/2025,7.5,7.3,11.3,4
2/27/2025,5.9,4.6,8.5,3.9
2/28/2025,4.8,6.3,7.2,0.9
3/1/2025,3.4,9.6,7.9,-1.7
3/2/2025,1.8,13,9.8,-3.2
3/3/2025,2.3,14.9,10.6,-4.3
3/4/2025,3.1,16.3,12.3,-4
3/5/2025,5.4,18.4,15.5,-2.9
3/6/2025,7.4,19.2,17.8,-1.4
3/7/2025,9.5,15.3,18.1,2.8
3/8/2025,10.2,18.7,19.6,0.9
3/9/2025,9,17.7,18.2,0.5
3/10/2025,8.5,16.9,17,0.1
3/11/2025,5.6,8.2,9.2,1
3/12/2025,4.2,10.6,9.2,-1.4
3/13/2025,2.9,10.8,8,-2.8
3/14/2025,2.4,11.2,7.5,-3.7
3/15/2025,3.5,7.5,7.7,0.2
3/16/2025,4.7,10.6,9.2,-1.4
3/17/2025,5.9,8.5,10.1,1.6
3/18/2025,4.9,13.1,11.6,-1.5
3/19/2025,6.9,20.9,17.5,-3.4
3/20/2025,10.4,17,18.4,1.4
3/21/2025,15,16.7,21.9,5.2
3/22/2025,14.9,7.8,18.5,10.7
3/23/2025,13.3,8,17.7,9.7
3/24/2025,9.4,9.5,14.9,5.4
3/25/2025,8.4,7.5,13.1,5.6
3/26/2025,7.9,12,12.8,0.8
3/27/2025,7,17.6,16.2,-1.4
3/28/2025,8,8,12,4
3/29/2025,7.9,9.5,12.1,2.6
3/30/2025,10,6,13.1,7.1
3/31/2025,8.5,7,12,5
4/1/2025,8.8,11,14,3
4/2/2025,11.3,12,17,5
4/3/2025,12.8,13,19,6
4/4/2025,12.3,12,18,6
4/5/2025,9.7,9,14,5
4/6/2025,7.2,8,11,3
4/7/2025,7.7,9,12,3
4/8/2025,8.2,8,12,4
4/9/2025,8.7,9,13,4
4/10/2025,8.7,7,12,5
4/11/2025,8.7,7,12,5
4/12/2025,8.1,6,11,5
4/13/2025,7.7,7,11,4
4/14/2025,8.2,8,12,4
4/15/2025,8.6,7.9,12.4,4.5
4/16/2025,9,8.3,12.9,4.6
4/17/2025,9.3,8.6,13.4,4.8
4/18/2025,9.6,9,13.9,4.9
4/19/2025,9.9,9.5,14.5,5
4/20/2025,10.2,9.9,15,5.1
4/21/2025,10.5,10.3,15.5,5.2
4/22/2025,11.7,10.5,16.8,6.3
4/23/2025,11.7,10.5,16.8,6.3
4/24/2025,11.7,10.5,16.8,6.3
4/25/2025,11.7,10.5,16.8,6.3
4/26/2025,11.7,10.5,16.8,6.3
4/27/2025,11.7,10.5,16.8,6.3
4/28/2025,11.7,10.5,16.8,6.3
4/29/2025,11.7,10.5,16.8,6.3
4/30/2025,11.7,10.5,16.8,6.3
5/1/2025,12.05,12.65,18.2,5.55
5/2/2025,11.45,11.55,16.95,5.4
5/3/2025,11.85,11.2,16.5,5.3
5/4/2025,12,12.9,17.1,4.2
5/5/2025,12.25,12.8,18.25,5.45
5/6/2025,12.4,13.4,18.4,5
5/7/2025,12.3,13.25,19,5.75
5/8/2025,13.55,12.85,19.45,6.6
5/9/2025,13.85,13.55,19.7,6.15
5/10/2025,12.9,12.25,19.2,6.95
5/11/2025,14.45,13.8,20.15,6.35
5/12/2025,15.15,13.2,19.85,6.65
5/13/2025,13.8,10.85,19,8.15
5/14/2025,12.95,12.1,18.55,6.45
5/15/2025,12.9,10.95,17.65,6.7
5/16/2025,13.2,12.5,19.75,7.25
5/17/2025,13.65,11.95,18.9,6.95
5/18/2025,12.8,10.1,17.9,7.8
5/19/2025,12.9,11.05,18.35,7.3
5/20/2025,13.55,12.7,19.65,6.95
5/21/2025,13.15,11.6,18.95,7.35
5/22/2025,14.5,13.3,21.1,7.8
5/23/2025,15,14.1,21.25,7.15
5/24/2025,16.2,13.9,21.85,7.95
5/25/2025,14.9,11.25,19.3,8.05
5/26/2025,15.65,11.5,19.6,8.1
5/27/2025,15.2,12.75,21.35,8.6
5/28/2025,14.5,13.25,20.9,7.65
5/29/2025,15.6,11.5,21.25,9.75
5/30/2025,15.15,13,21.7,8.7
5/31/2025,14.95,11.65,20.55,8.9
6/1/2025,14.8,12.7,20.75,8.05
6/2/2025,14.7,11.7,19.8,8.1
6/3/2025,16.15,11.4,21.6,10.2
6/4/2025,14.9,10.9,20.4,9.5
6/5/2025,15.9,12.65,21.9,9.25
6/6/2025,16.2,12.45,21.5,9.05
6/7/2025,17.3,13.4,22.5,9.1
6/8/2025,16.15,13.1,22.25,9.15
6/9/2025,16.6,11.55,21.35,9.8
6/10/2025,16.85,12.5,22.3,9.8
6/11/2025,17.2,12.7,22.25,9.55
6/12/2025,16.65,12.15,21.05,8.9
6/13/2025,16.55,12.65,22.15,9.5
6/14/2025,15.35,12.55,21.5,8.95
6/15/2025,15.7,10.05,19.1,9.05
6/16/2025,16.5,12.85,21.65,8.8
6/17/2025,16.75,12,21.85,9.85
6/18/2025,16.1,10.55,21.6,11.05
6/19/2025,17.55,13.5,23.25,9.75
6/20/2025,17.75,12.1,23.35,11.25
6/21/2025,17.2,11.25,22.2,10.95
6/22/2025,16.9,11.2,21.55,10.35
6/23/2025,17.1,11.3,22.75,11.45
6/24/2025,18.15,12.1,23.2,11.1
6/25/2025,18.55,11.8,23.5,11.7
6/26/2025,18.5,11.45,22.95,11.5
6/27/2025,19.05,13,24.55,11.55
6/28/2025,18.7,11.8,23.35,11.55
6/29/2025,17.5,10.25,21.8,11.55
6/30/2025,18.6,12.7,24,11.3
7/1/2025,18.45,12.75,23.35,10.6
7/2/2025,19.05,11.4,24.15,12.75
7/3/2025,18.55,14.6,24.65,10.05
7/4/2025,18.15,12.9,23.6,10.7
7/5/2025,18.4,11.6,23.35,11.75
7/6/2025,18.05,11.3,22.9,11.6
7/7/2025,17.3,9.3,20.9,11.6
7/8/2025,18,11.9,22.35,10.45
7/9/2025,18.35,12.75,24.55,11.8
7/10/2025,18.9,11.3,23.65,12.35
7/11/2025,18.85,11.25,23.9,12.65
7/12/2025,18.35,11.5,23.4,11.9
7/13/2025,19.05,10.7,23.55,12.85
7/14/2025,17.8,12.15,23.95,11.8
7/15/2025,18.45,11.15,23.4,12.25
7/16/2025,19,11.85,24.15,12.3
7/17/2025,17.9,13.45,24.55,11.1
7/18/2025,18.7,13.2,24.15,10.95
7/19/2025,19.9,12.85,25.35,12.5
7/20/2025,19,11.3,24.25,12.95
7/21/2025,18.25,11.55,23.55,12
7/22/2025,18.8,10.5,23.25,12.75
7/23/2025,18.3,10.6,23.05,12.45
7/24/2025,19.5,13.2,24.85,11.65
7/25/2025,21,14.25,26.65,12.4
7/26/2025,20.55,11.55,25.6,14.05
7/27/2025,21,11.3,24.9,13.6
7/28/2025,18.3,11.75,24.05,12.3
7/29/2025,18.75,12.05,23.7,11.65
7/30/2025,18.85,12.25,24.65,12.4
7/31/2025,19.1,12.1,23.8,11.7
